Report Date,Sales,Raw Material Cost,Change in Inventory,Power and Fuel,Other Mfr. Exp,Employee Cost,Selling and admin,Other Expenses,Other Income,Depreciation,Interest,Profit before tax,Tax,Net profit,Dividend Amount,Company,Equity Share Capital,Reserves,Borrowings,Other Liabilities,Total,Total,Net Block,Capital Work in Progress,Investments,Other Assets,Total,Total,Receivables,Inventory,Cash & Bank,No. of Equity Shares,New Bonus Shares,Face value,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow,PRICE:
2014-03-31 00:00:00,8648.38,,,5030.32,106.19,133.42,129.94,-6.3,-178.89,809.95,1205.94,1060.03,283.6,754.74,328.01,JSW ENERGY LTD,1640.05,4931.12,10106.45,2566.77,19244.39,19244.39,13634.71,614.58,887.69,4107.41,19244.39,19244.39,1197.63,415.77,567.45,1640054800.0,,10.0,2269.12,-362.51,-1859.05,47.56,59.25
2015-03-31 00:00:00,9347.09,,,4968.75,451.33,146.92,128.35,28.1,195.65,789.76,1137.46,1892.07,514.99,1349.51,328.01,JSW ENERGY LTD,1640.05,5877.97,9294.1,2607.88,19420.0,19420.0,13190.68,453.58,1618.84,4156.9,19420.0,19420.0,1172.29,548.26,351.45,1640054795.0,,10.0,3394.29,-422.2,-2327.22,644.87,119.2
2016-03-31 00:00:00,9824.49,,,4993.91,384.32,183.81,131.71,101.97,340.12,854.25,1498.11,2016.53,556.26,1447.36,325.36,JSW ENERGY LTD,1626.79,8077.34,14862.24,3972.51,28538.88,28538.88,20297.83,320.61,1012.27,6908.17,28538.88,28538.88,2906.34,635.83,357.43,1640054795.0,,10.0,3537.62,-3271.9,-1622.42,-1356.7,69.55
2017-03-31 00:00:00,8263.43,,,4122.73,334.03,211.77,95.17,175.25,220.94,969.15,1684.75,891.52,269.01,629.03,81.4,JSW ENERGY LTD,1627.95,8740.51,14349.27,3671.61,28389.34,28389.34,19490.59,530.74,1578.82,6789.19,28389.34,28389.34,2182.75,592.9,784.3,1627953191.0,,10.0,3852.64,-762.05,-2594.92,495.67,62.7
2018-03-31 00:00:00,8048.96,,,4472.39,257.06,215.09,109.89,281.13,46.73,966.08,1455.91,338.14,253.23,77.97,,JSW ENERGY LTD,1640.05,9469.65,11883.26,3727.97,26720.93,26720.93,18877.39,293.53,2415.0,5135.01,26720.93,26720.93,1151.22,535.54,311.03,1640054795.0,,10.0,3933.81,-214.73,-3967.59,-248.51,72.8
2019-03-31 00:00:00,9137.59,,,5496.18,229.12,243.58,114.16,199.56,398.03,1163.69,1192.4,896.93,212.44,695.13,164.09,JSW ENERGY LTD,1640.87,10181.37,10554.88,3548.96,25926.08,25926.08,17824.54,399.97,2450.53,5251.04,25926.08,25926.08,1427.75,454.73,203.57,1640867512.0,,10.0,2491.34,-54.83,-2523.18,-86.67,72.6
2020-03-31 00:00:00,8272.71,,,4550.13,232.69,242.96,151.77,-431.91,376.48,1738.26,1051.07,1114.22,33.04,1099.92,164.19,JSW ENERGY LTD,1641.9,10003.72,9840.48,3445.21,24931.31,24931.31,16712.75,391.32,1853.55,5973.69,24931.31,24931.31,1565.2,639.58,200.73,1641902316.0,,10.0,2085.54,300.38,-1964.59,421.33,42.7
2021-03-31 00:00:00,6922.2,,,3349.96,196.9,236.63,133.39,92.46,248.32,1166.94,895.65,1098.59,275.91,795.48,328.47,JSW ENERGY LTD,1642.33,12864.67,8343.48,3356.09,26206.57,26206.57,15636.76,472.77,4052.15,6044.89,26206.57,26206.57,964.46,395.08,479.18,1642329255.0,,10.0,3699.86,-1029.8,-2514.75,155.31,87.85
2012-03-31 00:00:00,2697.26,,,202.65,481.97,110.47,71.03,85.48,33.98,315.93,281.46,1182.25,89.57,1102.07,200.34,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,400.68,4411.79,17564.96,3536.23,25913.66,25913.66,18427.93,3637.71,69.74,3778.28,25913.66,25913.66,302.22,69.1,1118.42,2003394100.0,,2.0,1199.71,-13876.03,12976.29,299.97,129.5
2013-03-31 00:00:00,3576.63,,,226.22,697.07,131.37,87.31,53.15,344.21,421.97,541.84,1761.91,123.08,1623.22,200.34,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,400.68,5992.78,11617.2,3024.54,21035.2,21035.2,11382.46,2951.21,221.59,6479.94,21035.2,21035.2,720.02,97.95,830.55,2003394100.0,,2.0,1379.1,-5135.73,4137.69,381.06,138.7
2014-03-31 00:00:00,4829.61,,,308.05,1206.82,162.37,123.48,109.6,684.69,649.48,976.76,1977.74,236.74,1739.64,207.0,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,414.01,8351.28,12976.1,2935.67,24677.06,24677.06,13162.98,2024.83,63.42,9425.83,24677.06,24677.06,923.26,169.44,513.92,2070051600.0,,2.0,1131.9,-2510.03,772.5,-605.63,187.45
2015-03-31 00:00:00,6151.98,,,379.43,1305.72,237.96,175.45,151.11,685.64,911.68,1175.06,2501.21,176.72,2314.33,227.71,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,414.01,10351.05,17773.37,3543.76,32082.19,32082.19,20526.89,1275.55,260.22,10019.53,32082.19,32082.19,1287.77,259.19,633.78,2070051620.0,,2.0,3057.07,-2485.22,-236.53,335.32,308.2
2016-03-31 00:00:00,7108.65,,,375.3,1504.59,276.8,186.32,188.69,729.75,1062.96,1124.3,3119.44,282.81,2897.16,227.8,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,414.19,12925.42,22341.53,2703.71,38384.85,38384.85,20883.22,1966.76,545.18,14989.69,38384.85,38384.85,2436.09,211.89,1278.24,2070951761.0,,2.0,2380.52,-4153.16,2170.41,397.77,247.7
2017-03-31 00:00:00,8439.35,111.02,,397.42,1708.71,384.04,251.68,168.25,1036.57,1160.19,1115.74,4178.87,286.63,3911.52,269.22,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,414.19,16945.91,22214.26,3795.01,43369.37,43369.37,21053.5,4513.97,1161.36,16640.54,43369.37,43369.37,2692.99,657.09,1976.8,2070951761.0,,2.0,4062.57,-2629.15,-1324.71,108.71,339.6
2018-03-31 00:00:00,11322.96,129.87,,419.41,2736.3,448.15,320.68,111.88,844.49,1188.37,1578.66,5234.13,1544.18,3673.62,414.19,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,414.19,20488.76,22112.47,4217.3,47232.72,47232.72,22670.01,4545.46,1078.92,18938.33,47232.72,47232.72,4309.91,520.29,2967.55,2070951761.0,,2.0,5608.14,-3845.84,-1889.03,-126.73,354.1
2019-03-31 00:00:00,10925.44,140.43,,565.51,2116.21,530.55,385.67,591.43,1289.25,1373.48,1385.19,5126.22,1081.47,3990.22,41.42,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,414.19,23958.13,27445.72,4493.39,56311.43,56311.43,28121.42,4483.48,782.3,22924.23,56311.43,56311.43,2789.66,806.68,5967.3,2070951761.0,,2.0,6029.4,-4368.03,2313.34,3974.71,378.15
2020-03-31 00:00:00,11873.07,,,767.98,2398.83,547.66,415.23,1796.26,1927.73,1680.28,1950.64,4243.92,459.39,3763.13,650.16,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,406.35,25050.61,29978.7,6481.04,61916.7,61916.7,32714.51,3216.33,1178.0,24807.86,61916.7,61916.7,3202.14,288.28,7313.86,2031751761.0,,2.0,7401.81,-748.91,-4255.63,2397.27,251.3
2021-03-31 00:00:00,12549.6,,,764.75,2564.75,616.6,473.76,157.02,2681.92,2107.34,2255.29,6292.01,1243.27,4994.3,1015.88,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,406.35,30055.38,34834.96,9145.36,74442.05,74442.05,48136.92,3697.13,2236.15,20371.85,74442.05,74442.05,2925.71,991.85,4700.78,2031751761.0,,2.0,7555.78,-14064.12,3513.85,-2994.49,702.4
2012-03-31 00:00:00,23436.33,10308.66,-95.15,299.63,2603.89,1207.44,4583.67,837.99,356.97,233.54,1.65,3621.68,821.54,2790.66,1621.12,HINDUSTAN UNILEVER LTD,216.15,3464.93,,7726.17,11407.25,11407.25,2262.86,227.64,2322.16,6594.59,11407.25,11407.25,856.74,2667.37,1996.43,2161512492.0,,1.0,2931.51,-514.34,-1725.58,691.59,410.05
2013-03-31 00:00:00,27003.99,11947.57,26.0,335.94,2716.4,1431.62,5417.15,961.72,1123.48,251.32,25.72,5066.03,1226.66,3828.98,4000.62,HINDUSTAN UNILEVER LTD,216.25,2648.52,24.74,9202.33,12091.84,12091.84,2431.43,222.42,2252.34,7185.65,12091.84,12091.84,996.53,2705.97,1900.71,2162472310.0,,1.0,3604.76,63.07,-4147.41,-479.58,466.95
2014-03-31 00:00:00,29233.74,12644.63,171.3,362.76,2939.55,1572.66,6117.42,1009.01,792.39,295.54,40.68,5215.18,1259.44,3945.57,2811.51,HINDUSTAN UNILEVER LTD,216.27,3321.02,45.58,10171.02,13753.89,13753.89,2746.24,372.6,2838.14,7796.91,13753.89,13753.89,1016.81,2939.83,2516.03,2162696292.0,,1.0,3818.18,-475.04,-2960.29,382.85,605.55
2015-03-31 00:00:00,31972.19,13509.4,-57.04,346.97,3164.64,1723.87,6769.04,988.81,1247.18,322.39,17.7,6319.51,1944.0,4363.08,3245.25,HINDUSTAN UNILEVER LTD,216.35,3811.13,43.04,10359.01,14429.53,14429.53,2821.01,516.3,3025.08,8067.14,14429.53,14429.53,1010.28,2848.79,2689.49,2163464851.0,,1.0,3291.91,137.97,-3462.42,-32.54,873.55
2016-03-31 00:00:00,32186.0,13184.0,-83.0,309.0,2966.0,1680.0,6741.0,1313.0,486.0,353.0,17.0,6026.0,1875.0,4151.0,3456.0,HINDUSTAN UNILEVER LTD,216.0,6357.0,177.0,8043.0,14793.0,14793.0,3258.0,408.0,2592.0,8535.0,14793.0,14793.0,1264.0,2726.0,3009.0,2163936971.0,,1.0,4171.0,-282.0,-3864.0,25.0,869.5
2017-03-31 00:00:00,33162.0,13606.0,-144.0,295.0,2887.0,1743.0,6689.0,1470.0,606.0,432.0,35.0,6467.0,1977.0,4476.0,3672.0,HINDUSTAN UNILEVER LTD,216.0,6528.0,277.0,8685.0,15706.0,15706.0,4419.0,229.0,3794.0,7264.0,15706.0,15706.0,1085.0,2541.0,1828.0,2164349639.0,,1.0,5185.0,-1173.0,-4214.0,-202.0,911.75
2018-03-31 00:00:00,35545.0,14233.0,72.0,295.0,2998.0,1860.0,7252.0,1480.0,353.0,520.0,26.0,7306.0,2079.0,5214.0,4320.0,HINDUSTAN UNILEVER LTD,216.0,7065.0,,10581.0,17862.0,17862.0,4528.0,461.0,2873.0,10000.0,17862.0,17862.0,1310.0,2513.0,3485.0,2164528777.0,,1.0,6059.0,-1063.0,-4975.0,21.0,1333.35
2019-03-31 00:00:00,39310.0,15845.0,-12.0,308.0,3041.0,1875.0,7796.0,1553.0,322.0,565.0,33.0,8604.0,2544.0,6054.0,4752.0,HINDUSTAN UNILEVER LTD,216.0,7651.0,99.0,10663.0,18629.0,18629.0,4715.0,406.0,2716.0,10792.0,18629.0,18629.0,1816.0,2574.0,3757.0,2164704405.0,,1.0,5800.0,-438.0,-5390.0,-28.0,1706.8
2020-03-31 00:00:00,39783.0,15697.0,108.0,299.0,2906.0,1820.0,7620.0,1696.0,432.0,1002.0,118.0,9165.0,2409.0,6748.0,5400.0,HINDUSTAN UNILEVER LTD,216.0,8013.0,,11924.0,20153.0,20153.0,5479.0,597.0,1255.0,12822.0,20153.0,20153.0,1149.0,2767.0,5113.0,2164704405.0,,1.0,7623.0,1791.0,-6819.0,2595.0,2298.5
2021-03-31 00:00:00,47028.0,20141.0,405.0,339.0,2868.0,2358.0,7906.0,2196.0,171.0,1074.0,117.0,10605.0,2606.0,7995.0,9517.5,HINDUSTAN UNILEVER LTD,235.0,47439.0,,21066.0,68740.0,68740.0,51443.0,745.0,2709.0,13843.0,68740.0,68740.0,1758.0,3579.0,4471.0,2349567819.0,,1.0,9163.0,-1228.0,-9309.0,-1374.0,2431.5
2012-03-31 00:00:00,295.31,0.59,-0.06,0.1,0.25,20.36,0.18,-9.95,-8.31,0.47,0.01,274.93,76.46,1679.17,278.22,BAJAJ HOLDINGS & INVESTMENT LTD,111.29,8568.73,,454.75,9134.77,9134.77,383.85,160.33,7705.65,884.94,9134.77,9134.77,0.38,0.06,424.85,111293510.0,,10.0,421.22,78.42,-455.01,44.63,815.15
2013-03-31 00:00:00,337.07,0.73,0.07,0.1,0.93,4.54,2.84,6.18,2.57,2.36,0.01,322.02,68.33,1856.38,278.22,BAJAJ HOLDINGS & INVESTMENT LTD,111.29,10233.8,,430.38,10775.47,10775.47,532.0,,9577.35,666.12,10775.47,10775.47,0.61,0.14,146.62,111293510.0,,10.0,473.0,-368.64,-331.96,-227.6,912.2
2014-03-31 00:00:00,423.19,0.43,-0.03,0.08,1.06,7.0,5.71,9.17,4.64,4.78,,399.57,81.12,1987.56,333.87,BAJAJ HOLDINGS & INVESTMENT LTD,111.29,11887.69,,449.26,12448.24,12448.24,531.8,,11324.93,591.51,12448.24,12448.24,0.31,0.12,268.53,111293500.0,,10.0,872.26,-519.08,-326.06,27.12,1024.8
2015-03-31 00:00:00,523.93,1.02,0.18,0.11,1.68,8.72,6.83,21.53,34.9,5.93,,513.19,99.36,2029.24,389.52,BAJAJ HOLDINGS & INVESTMENT LTD,111.29,13281.94,,499.75,13892.98,13892.98,543.96,,13077.56,271.46,13892.98,13892.98,0.61,0.31,48.24,111293510.0,,10.0,796.01,-464.23,-390.97,-59.19,1296.25
2016-03-31 00:00:00,470.11,0.92,-0.19,,1.78,17.56,9.35,11.78,6.85,5.48,,429.9,88.31,2265.24,361.69,BAJAJ HOLDINGS & INVESTMENT LTD,111.29,15182.03,,178.36,15471.68,15471.68,544.42,,13275.84,1651.42,15471.68,15471.68,0.59,0.13,1423.01,111293510.0,,10.0,1147.22,1019.43,-760.76,1405.89,1468.5
2017-03-31 00:00:00,842.36,1.1,0.17,,1.88,22.84,2.9,186.13,7.97,5.39,,630.26,134.57,2473.19,361.69,BAJAJ HOLDINGS & INVESTMENT LTD,111.29,17706.61,,70.77,17888.67,17888.67,221.98,,17364.28,302.41,17888.67,17888.67,0.53,0.28,12.53,111293510.0,,10.0,-923.34,-372.11,-110.49,-1405.94,2163.95
2018-03-31 00:00:00,419.67,,,,1.45,25.49,20.22,17.44,2389.62,5.24,,2739.45,84.7,2654.75,445.16,BAJAJ HOLDINGS & INVESTMENT LTD,111.29,25089.94,,67.61,25268.84,25268.84,215.05,,24575.43,478.36,25268.84,25268.84,,,81.21,111293510.0,,10.0,1631.1,-1122.78,-434.18,74.14,2664.5
2019-03-31 00:00:00,431.29,,,,1.69,32.29,18.88,31.7,2827.39,4.1,,3170.02,121.64,3048.38,361.69,BAJAJ HOLDINGS & INVESTMENT LTD,111.29,26841.01,,56.11,27008.41,27008.41,193.49,,26256.86,558.06,27008.41,27008.41,,,10.19,111293510.0,,10.0,627.64,-163.24,-536.05,-71.65,3416.55
2020-03-31 00:00:00,435.42,9.39,1.73,,9.92,48.98,38.51,28.89,3058.08,33.33,12.54,3313.67,233.48,2992.0,445.16,BAJAJ HOLDINGS & INVESTMENT LTD,111.29,27652.25,167.77,4797.42,32728.73,32728.73,374.44,,32067.75,286.54,32728.73,32728.73,4.7,3.36,112.31,111293510.0,,10.0,1919.83,-799.63,-1028.28,91.92,1798.55
2021-03-31 00:00:00,457.18,8.4,0.28,,5.15,46.76,27.19,18.29,3451.48,33.61,3.8,3765.74,111.59,3649.83,445.16,BAJAJ HOLDINGS & INVESTMENT LTD,111.29,37055.67,136.18,8186.45,45489.59,45489.59,341.87,,44913.65,234.07,45489.59,45489.59,6.83,3.6,83.26,111293510.0,,10.0,271.66,-307.91,-36.64,-72.89,3293.05
2012-03-31 00:00:00,36089.9,28662.5,150.6,229.5,181.6,877.9,2906.4,1099.3,1086.1,1162.5,61.6,2145.3,511.5,1681.2,216.75,MARUTI SUZUKI INDIA LTD,144.5,15530.2,1420.8,6003.7,23099.2,23099.2,7745.5,942.7,6545.0,7866.0,23099.2,23099.2,1006.6,1837.8,2463.4,288910060.0,,5.0,2655.2,-3180.8,610.0,84.4,1350.5
2013-03-31 00:00:00,44304.4,33031.8,-19.2,495.1,336.2,1120.2,3781.3,1159.9,796.9,1889.7,197.8,3070.1,621.5,2469.2,241.6,MARUTI SUZUKI INDIA LTD,151.0,18876.8,1568.8,6920.4,27517.0,27517.0,10021.7,1966.5,7421.4,8107.4,27517.0,27517.0,1535.5,1887.2,814.8,302080060.0,,5.0,4058.9,-3118.9,-978.6,-38.6,1281.2
2014-03-31 00:00:00,44541.8,31832.6,-20.4,595.7,312.9,1423.7,3705.8,1340.8,724.4,2116.0,184.5,3733.8,902.2,2852.9,362.4,MARUTI SUZUKI INDIA LTD,151.0,21345.4,2004.1,7975.0,31475.5,31475.5,11033.7,2639.5,10527.1,7275.2,31475.5,31475.5,1489.1,1763.2,648.6,302080060.0,,5.0,4994.6,-4996.9,-73.9,-76.2,1971.75
2015-03-31 00:00:00,50801.4,36075.6,460.9,713.8,304.4,1671.0,4318.0,1287.1,816.7,2515.3,217.8,4976.0,1185.4,3807.4,755.0,MARUTI SUZUKI INDIA LTD,151.0,24167.4,666.2,9492.3,34476.9,34476.9,12489.5,1890.1,13297.7,6799.6,34476.9,34476.9,1144.3,2745.3,43.2,302080060.0,,5.0,6449.2,-4491.1,-2003.5,-45.4,3697.35
2016-03-31 00:00:00,57589.0,38701.2,-4.8,694.1,427.8,2000.3,5367.3,1369.4,1464.1,2821.8,81.7,7584.7,2087.5,5497.2,1057.0,MARUTI SUZUKI INDIA LTD,151.0,30465.0,230.9,11878.6,42725.5,42725.5,12529.6,1006.9,20675.8,8513.2,42725.5,42725.5,1323.4,3132.6,50.7,302080060.0,,5.0,8482.5,-7230.4,-1236.6,15.5,3716.3
2017-03-31 00:00:00,68085.0,47121.5,379.3,518.6,382.9,2360.3,6111.3,1548.4,2399.2,2603.9,89.4,10127.2,2616.2,7509.9,2265.0,MARUTI SUZUKI INDIA LTD,151.0,36924.1,483.6,14401.8,51960.5,51960.5,13310.7,1252.3,29150.6,8246.9,51960.5,51960.5,1202.6,3263.7,23.5,302080060.0,,5.0,10282.0,-9173.2,-1129.3,-20.5,6015.7
2018-03-31 00:00:00,79809.4,54945.3,-40.8,673.4,462.1,2863.4,6755.3,1951.2,2154.6,2759.8,345.8,11166.9,3286.2,7880.0,2416.0,MARUTI SUZUKI INDIA LTD,151.0,42408.4,120.8,17568.2,60248.4,60248.4,13388.8,2132.1,36123.1,8604.4,60248.4,60248.4,1465.4,3160.2,74.0,302080060.0,,5.0,11787.9,-8301.7,-3436.1,50.1,8861.1
2019-03-31 00:00:00,86068.5,59346.6,-211.6,863.3,475.7,3285.0,8390.3,2439.7,2664.2,3020.8,75.9,10623.8,2973.2,7649.1,2416.0,MARUTI SUZUKI INDIA LTD,151.0,46941.1,159.6,16717.0,63968.7,63968.7,15437.3,1606.9,37503.6,9420.9,63968.7,63968.7,2312.8,3322.6,187.8,302080060.0,,5.0,6600.9,-3539.9,-2947.9,113.1,6672.55
2020-03-31 00:00:00,75660.0,53402.0,238.7,699.5,378.1,3416.2,8456.3,2191.6,3410.4,3528.4,134.2,7102.8,1425.2,5676.0,1812.0,MARUTI SUZUKI INDIA LTD,151.0,49262.0,184.1,14030.6,63627.7,63627.7,15744.4,1415.2,37488.0,8980.1,63627.7,63627.7,1977.7,3213.9,29.0,302080060.0,,5.0,3495.8,-556.6,-3104.3,-165.1,4288.3
2021-03-31 00:00:00,70372.0,50550.5,-273.6,476.6,399.2,3431.6,7924.0,1905.9,3046.3,3034.1,101.8,5321.0,931.9,4389.1,1359.0,MARUTI SUZUKI INDIA LTD,151.0,52349.6,540.9,18241.2,71282.7,71282.7,14988.7,1496.8,42944.8,11852.4,71282.7,71282.7,1279.9,3049.0,3047.1,302080060.0,,5.0,8856.2,-7291.3,-1544.9,20.0,6859.2
2016-03-31 00:00:00,11871.74,,,,201.67,1237.4,602.35,2146.32,3296.95,156.52,7355.17,3469.26,1182.81,2286.73,267.75,INDUSIND BANK LTD,594.99,17088.43,117996.21,7218.57,142898.2,142898.2,1217.85,37.48,34055.52,107587.35,142898.2,142898.2,,,10111.87,594986335.0,,10.0,-2926.93,-257.51,2517.17,-667.27,967.6
2017-03-31 00:00:00,14405.67,,,,255.15,1523.74,1138.09,2766.73,4171.49,190.7,8343.07,4359.68,1491.79,2868.17,358.89,INDUSIND BANK LTD,598.15,20034.25,149025.91,8991.59,178649.9,178649.9,1306.8,28.44,36703.62,140611.04,178649.9,178649.9,,,18628.25,598148705.0,,10.0,11569.3,-284.67,-2768.25,8516.38,1425.15
2018-03-31 00:00:00,17280.75,,,,341.83,1783.48,843.25,3586.67,4750.1,211.64,9783.3,5480.68,1874.69,3606.12,450.16,INDUSIND BANK LTD,600.22,23228.47,189928.25,7870.84,221627.78,221627.78,1313.31,25.44,50078.33,170210.7,221627.78,221627.78,,,13215.88,600223187.0,,10.0,-20700.44,-217.04,15505.11,-5412.38,1796.75
2019-03-31 00:00:00,22261.15,,,,335.63,1857.19,927.85,6163.42,5646.72,228.85,13414.97,4979.96,1679.47,3300.75,452.02,INDUSIND BANK LTD,602.69,26073.37,242189.03,8955.61,277820.7,277820.7,1688.06,21.95,59268.04,216842.65,277820.7,277820.7,,,14783.4,602686868.0,,10.0,-6388.95,-633.18,8589.65,1567.52,1780.0
2020-03-31 00:00:00,28782.83,,,,381.44,2823.54,1163.32,8175.44,6952.67,290.94,16724.09,6176.73,1718.86,4458.18,,INDUSIND BANK LTD,693.54,33371.2,262780.54,10383.32,307228.6,307228.6,1792.04,78.84,59938.44,245419.28,307228.6,307228.6,,,16054.11,693535738.0,,10.0,-12907.35,1445.36,12732.7,1270.71,351.3
2021-03-31 00:00:00,28999.8,,,,362.02,3042.94,1127.69,11239.07,6500.88,327.64,15471.9,3929.42,999.54,2930.1,386.68,INDUSIND BANK LTD,773.37,42721.87,307192.91,12215.15,362903.3,362903.3,1800.51,75.23,69653.42,291374.14,362903.3,362903.3,,,56609.89,773372299.0,,10.0,44975.72,-324.15,-4095.79,40555.78,954.45
2012-03-31 00:00:00,39355.63,31358.92,505.7,7.97,854.95,461.05,875.3,1302.3,545.1,1223.99,1825.56,2496.39,476.06,1839.21,109.98,ADANI ENTERPRISES LTD,109.98,19361.87,69478.88,18009.73,106960.46,106960.46,37735.03,37220.72,542.14,31462.57,106960.46,106960.46,9389.44,5214.78,6513.91,1099810083.0,,1.0,644.88,-34827.23,34872.37,690.02,108.93
2013-03-31 00:00:00,46375.09,33930.6,-47.97,17.57,3055.09,642.56,2232.85,427.75,1774.86,2297.86,3492.47,2005.23,787.66,1612.98,153.97,ADANI ENTERPRISES LTD,109.98,21285.91,69331.83,21143.3,111871.02,111871.02,48770.27,29248.44,323.04,33529.27,111871.02,111871.02,9002.18,3733.34,7074.24,1099810083.0,,1.0,7666.23,-14790.09,7199.04,75.18,72.24
2014-03-31 00:00:00,54947.22,38408.7,676.69,31.18,3625.38,829.76,2566.34,779.77,1157.07,3223.07,5703.04,1613.74,-1031.92,2220.77,153.97,ADANI ENTERPRISES LTD,109.98,23647.21,71979.92,22364.81,118101.92,118101.92,70578.7,13573.6,288.39,33661.23,118101.92,118101.92,10112.53,3924.07,3721.12,1099810100.0,,1.0,8227.72,-8007.37,-1108.53,-888.18,131.49
2015-03-31 00:00:00,64465.36,42515.78,-295.09,30.62,4254.57,1151.79,3069.77,697.84,791.64,3521.86,7056.29,2663.39,365.39,1948.05,153.97,ADANI ENTERPRISES LTD,109.98,25617.83,83570.64,21419.74,130718.19,130718.19,83834.04,6733.02,744.11,39407.02,130718.19,130718.19,15319.15,4081.68,3651.04,1099810083.0,,1.0,8531.66,-11464.74,3445.23,512.15,219.86
2016-03-31 00:00:00,34008.38,28195.81,-226.21,7.5,1705.69,528.99,1358.01,302.58,1043.63,314.45,1356.99,1055.78,77.94,1010.72,43.99,ADANI ENTERPRISES LTD,109.98,13267.63,19169.35,9132.42,41679.38,41679.38,10473.3,7704.94,804.95,22696.19,41679.38,41679.38,10187.46,1299.78,1539.5,1099810083.0,,1.0,5112.01,-1825.17,-3448.05,-161.21,49.31
2017-03-31 00:00:00,36532.86,30945.16,-36.38,7.42,1910.37,511.48,1004.69,215.13,749.41,315.46,1257.31,1078.87,271.15,987.74,43.99,ADANI ENTERPRISES LTD,109.98,14025.99,20845.72,12629.78,47611.47,47611.47,13667.98,7731.49,1041.75,25170.25,47611.47,47611.47,12741.75,1651.9,1715.09,1099810083.0,,1.0,774.07,-1459.77,715.82,30.12,72.53
2018-03-31 00:00:00,35923.92,30771.08,772.74,2.91,2204.89,568.97,928.28,182.82,363.21,663.92,1250.17,486.83,112.11,757.25,43.99,ADANI ENTERPRISES LTD,109.98,14979.19,17636.69,23679.48,56405.34,56405.34,10555.19,5525.87,1460.72,38863.56,56405.34,56405.34,12098.77,2342.56,1884.25,1099810083.0,,1.0,2942.39,-7648.85,5119.57,413.11,104.5
2019-03-31 00:00:00,40378.66,33821.4,499.99,5.74,2551.28,657.18,1230.62,643.09,504.22,389.77,1625.07,458.72,144.54,717.14,43.99,ADANI ENTERPRISES LTD,109.98,14645.96,11243.2,16537.04,42536.18,42536.18,9020.11,5764.92,1511.35,26239.8,42536.18,42536.18,14307.03,2668.82,1709.28,1099810083.0,,1.0,3235.92,2486.91,-6158.41,-435.58,146.75
2020-03-31 00:00:00,43402.56,34350.2,-310.13,12.22,3115.25,683.28,1954.57,682.52,872.32,472.06,1572.32,1122.33,324.33,1138.17,109.98,ADANI ENTERPRISES LTD,109.98,16836.59,12419.3,17509.19,46875.06,46875.06,10476.46,7346.73,1952.49,27099.38,46875.06,46875.06,13146.53,2562.37,3376.68,1099810083.0,,1.0,2453.56,-1081.85,-220.9,1150.81,137.6
2021-03-31 00:00:00,39537.13,29791.08,-456.74,13.4,4357.88,830.36,1306.48,275.54,494.31,537.14,1376.85,1085.97,339.65,922.64,109.98,ADANI ENTERPRISES LTD,109.98,17048.59,16001.2,18456.95,51616.72,51616.72,10837.61,8825.46,5502.94,26450.71,51616.72,51616.72,11982.65,1757.04,1810.82,1099810083.0,,1.0,4093.53,-8610.66,3058.59,-1458.54,1031.15
2012-03-31 00:00:00,408923.0,364880.18,3470.95,4083.24,11114.92,5296.99,6226.89,1270.54,-4268.28,5309.26,5948.33,3995.32,-269.95,4225.98,1286.81,INDIAN OIL CORPORATION LTD,2427.95,57945.35,80015.33,79437.95,219826.58,219826.58,64585.9,15449.64,17587.92,122203.12,219826.58,219826.58,11557.3,63851.04,821.95,2427952482.0,,10.0,-762.81,-13056.45,13103.38,-715.88,65.68
2013-03-31 00:00:00,461779.51,420056.14,5515.07,5676.33,12734.39,7783.88,8287.42,-1104.46,3499.37,5691.5,7164.5,4504.25,876.95,4449.01,1602.45,INDIAN OIL CORPORATION LTD,2427.95,60608.02,89671.12,89171.18,241878.27,241878.27,66707.2,27239.97,17350.78,130580.32,241878.27,241878.27,12502.05,66758.23,1219.8,2427952500.0,,10.0,9339.5,-9293.58,351.93,397.85,70.4
2014-03-31 00:00:00,488344.93,433784.34,1243.0,6594.87,15041.43,7137.41,9933.84,-125.47,5064.17,6359.99,5947.84,9977.85,3011.27,7085.59,2112.32,INDIAN OIL CORPORATION LTD,2427.95,65485.07,94915.88,103124.16,265953.06,265953.06,69723.72,38060.91,15894.94,142273.49,265953.06,265953.06,12543.56,72505.7,3704.52,2427952500.0,,10.0,24194.93,-18594.43,-3115.78,2484.72,70.42
