Report Date,Sales,Raw Material Cost,Change in Inventory,Power and Fuel,Other Mfr. Exp,Employee Cost,Selling and admin,Other Expenses,Other Income,Depreciation,Interest,Profit before tax,Tax,Net profit,Dividend Amount,Company,Equity Share Capital,Reserves,Borrowings,Other Liabilities,Total,Total,Net Block,Capital Work in Progress,Investments,Other Assets,Total,Total,Receivables,Inventory,Cash & Bank,No. of Equity Shares,New Bonus Shares,Face value,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow,PRICE:
2012-03-31 00:00:00,44093.18,32102.49,497.76,1905.31,1279.63,806.48,797.24,660.14,722.21,1040.59,366.43,6354.84,1954.01,4443.61,1103.58,GAIL (INDIA) LTD,1268.48,23646.05,11505.63,11478.6,47898.76,47898.76,19862.81,14704.52,1183.43,12148.0,47898.76,47898.76,2269.13,1752.86,1446.22,1268477400.0,,10.0,5111.31,-9443.11,3193.67,-1138.13,105.83
2013-03-31 00:00:00,50973.73,38077.96,57.79,1753.36,1571.88,979.25,820.59,401.32,886.69,1318.69,437.31,6557.85,2241.18,4373.6,1217.74,GAIL (INDIA) LTD,1268.48,27526.18,16472.32,14541.65,59808.63,59808.63,24303.4,18376.08,1253.52,15875.63,59808.63,59808.63,2767.23,1919.86,3064.62,1268477400.0,,10.0,6603.04,-8626.34,3641.7,1618.4,89.51
2014-03-31 00:00:00,61764.56,48604.32,626.45,1921.48,1336.97,1042.56,1121.8,376.01,1247.48,1644.22,668.71,6922.42,2194.83,4786.22,1319.22,GAIL (INDIA) LTD,1268.48,31188.47,18536.94,15871.55,66865.44,66865.44,25994.57,18489.89,1281.68,21099.3,66865.44,66865.44,3446.79,2610.56,3211.11,1268477400.0,,10.0,4615.18,-4466.1,-2.59,146.49,105.77
2015-03-31 00:00:00,60557.37,47884.99,-231.63,2073.51,2510.08,1109.75,1032.44,83.6,945.39,1432.57,651.83,4492.36,1420.92,3160.05,761.09,GAIL (INDIA) LTD,1268.48,32754.19,18291.35,17355.36,69669.38,69669.38,32143.31,13805.93,1272.17,22447.97,69669.38,69669.38,3209.94,2378.69,1558.25,1268477400.0,,10.0,4214.12,-2808.51,-3058.47,-1652.86,109.07
2016-03-31 00:00:00,52052.51,41757.9,-412.08,2023.13,901.89,987.7,953.83,480.41,730.74,1495.6,821.83,2948.88,1091.34,1869.22,697.66,GAIL (INDIA) LTD,1268.48,35134.93,9051.64,13607.67,59062.72,59062.72,29946.45,3688.04,9844.4,15583.83,59062.72,59062.72,2723.46,1643.43,1845.73,1268477400.0,,10.0,3960.36,-903.73,-3027.6,29.03,100.24
2017-03-31 00:00:00,48551.72,36429.92,-42.29,1912.39,882.94,1398.11,749.19,1115.82,1212.23,1541.07,508.94,5183.28,1809.36,3368.16,1894.26,GAIL (INDIA) LTD,1691.3,37613.59,6553.35,12432.7,58290.94,58290.94,28302.48,4126.04,10125.09,15737.33,58290.94,58290.94,2750.73,1728.01,1420.96,1691300039.0,,10.0,6024.26,-334.04,-5275.39,414.83,141.36
2018-03-31 00:00:00,54496.35,40862.1,34.08,2142.94,856.6,1490.79,852.69,523.71,948.1,1526.89,294.91,6927.9,2122.85,4799.07,2050.76,GAIL (INDIA) LTD,2255.07,39423.5,3876.42,15797.69,61352.68,61352.68,28859.99,5938.39,10451.87,16102.43,61352.68,61352.68,3429.56,1951.05,2858.54,2255070933.0,,10.0,8768.71,-2659.53,-5251.62,857.56,164.28
2019-03-31 00:00:00,76189.89,59887.81,547.61,2661.7,1004.72,2001.93,876.22,367.54,1719.45,1666.64,159.2,9831.19,3278.42,6545.74,1608.99,GAIL (INDIA) LTD,2255.07,43749.03,2223.73,20198.54,68426.37,68426.37,31474.82,9737.5,10721.5,16492.55,68426.37,68426.37,4363.39,2521.61,1425.1,2255070933.0,,10.0,7984.2,-5700.53,-3364.28,-1080.61,173.83
2020-03-31 00:00:00,72517.7,57290.1,427.99,2535.8,1072.0,1751.75,998.13,275.67,3795.8,2080.16,308.94,10428.94,914.3,9422.05,2886.49,GAIL (INDIA) LTD,4510.14,44758.11,6911.51,18754.02,74933.78,74933.78,37121.1,11666.31,9892.95,16253.42,74933.78,74933.78,4818.31,3202.61,1250.17,4510141866.0,,10.0,8345.36,-8299.08,281.22,327.5,76.55
2021-03-31 00:00:00,57371.91,43285.01,-440.2,1761.05,1004.25,1793.54,1031.42,811.4,2833.5,2173.82,179.27,7725.45,1582.63,6136.35,2220.2,GAIL (INDIA) LTD,4440.39,48741.95,7872.63,20350.5,81405.47,81405.47,40188.47,13399.66,13057.74,14759.6,81405.47,81405.47,3501.5,3010.24,2024.64,4440385225.0,,10.0,8993.4,-4640.32,-3470.62,882.46,135.5
2012-03-31 00:00:00,37994.86,,,,670.53,5104.88,2110.08,22407.61,28663.42,671.44,25013.25,10680.49,2742.86,7642.93,1902.07,ICICI BANK LTD,1152.77,60121.34,443247.09,114765.7,619286.9,619286.9,5431.98,,239864.09,373990.83,619286.9,619286.9,,,41156.29,1152826045.0,,10.0,-6405.37,-21262.9,29439.3,1771.03,161.85
2013-03-31 00:00:00,44884.59,,,,775.69,5633.25,6689.78,18585.15,29319.81,625.48,28285.41,13609.64,3479.76,9603.61,2307.28,ICICI BANK LTD,1153.64,67604.29,487658.76,118405.02,674821.71,674821.71,5473.46,,255666.68,413681.57,674821.71,674821.71,,,49370.86,1153693318.0,,10.0,17493.98,-18562.6,9283.19,8214.57,190.04
2014-03-31 00:00:00,49479.25,,,,854.02,5973.68,7127.2,18897.57,30084.61,719.27,29710.61,16281.51,4604.4,11041.37,2656.59,ICICI BANK LTD,1155.04,75268.23,543054.75,128284.35,747762.37,747762.37,5506.83,,267609.44,474646.1,747762.37,747762.37,,,48258.23,1155098858.0,,10.0,6764.79,-15749.71,7872.29,-1112.63,226.37
2015-03-31 00:00:00,54964.0,,,,1008.28,6574.24,2679.71,28503.72,35252.24,798.22,32318.15,18333.92,5391.62,12246.87,2899.15,ICICI BANK LTD,1159.66,83537.44,597207.25,144174.82,826079.17,826079.17,5871.21,,274310.81,545897.15,826079.17,826079.17,,,47637.17,5797510734.0,,2.0,-12273.14,-13175.12,24827.2,-621.06,286.82
2016-03-31 00:00:00,59293.71,,,,1154.03,6918.58,3008.5,41170.77,42102.14,843.11,33996.47,14304.39,3377.5,10179.96,2907.92,ICICI BANK LTD,1163.17,92940.85,671455.05,153197.13,918756.2,918756.2,8713.46,,286044.09,623998.65,918756.2,918756.2,,,65035.97,5815034519.0,,2.0,23645.32,-12060.44,5813.91,17398.8,215.14
2017-03-31 00:00:00,60939.98,,,,1340.41,7902.81,3546.3,51051.29,52457.65,911.64,34835.83,13809.35,2469.02,10188.38,1456.39,ICICI BANK LTD,1165.11,103460.63,700874.02,180224.89,985724.65,985724.65,9337.96,,304373.29,672013.4,985724.65,985724.65,,,80490.87,5824742224.0,,2.0,52635.53,-1711.1,-35469.54,15454.9,251.68
2018-03-31 00:00:00,62162.35,,,,1720.34,8342.58,3974.96,58768.56,56806.75,922.14,34262.05,10978.47,1878.92,7712.19,964.36,ICICI BANK LTD,1285.81,109338.32,815197.94,198458.98,1124281.05,1124281.05,9465.01,,372207.68,742608.36,1124281.05,1124281.05,,,88999.13,6428256865.0,582984544.0,2.0,19382.93,-50550.64,39675.97,8508.26,278.35
2019-03-31 00:00:00,71981.65,,,,1778.56,9437.03,5419.74,67139.53,59324.85,945.84,39177.54,7408.26,1719.1,4254.24,644.73,ICICI BANK LTD,1289.46,112959.27,891641.06,232904.1,1238793.89,1238793.89,9660.42,,398200.76,830932.71,1238793.89,1238793.89,,,87390.9,6446505742.0,,2.0,48671.05,-30281.86,-19997.43,-1608.24,400.5
2020-03-31 00:00:00,84835.77,,,,2016.0,11169.57,6135.79,66039.39,64950.33,1171.22,44665.52,18588.61,7363.14,9566.31,,ICICI BANK LTD,1294.76,121661.81,1014636.24,239699.42,1377292.23,1377292.23,10408.66,,443472.63,923410.94,1377292.23,1377292.23,,,127852.92,6473031292.0,,2.0,79564.75,-42094.9,2992.18,40462.03,323.75
2021-03-31 00:00:00,89162.66,,,,2178.52,11063.46,6402.88,71664.11,72173.81,1340.07,42659.09,26028.34,5664.37,18384.32,1383.41,ICICI BANK LTD,1383.41,156200.99,1103839.96,312387.89,1573812.25,1573812.25,10809.26,,536578.62,1026424.37,1573812.25,1573812.25,,,147570.53,6916258476.0,,2.0,138015.3,-63630.92,-54666.77,19717.61,582.1
2012-03-31 00:00:00,71505.8,938.9,,,31605.8,3515.9,11305.8,598.4,428.2,13368.1,4082.8,6518.3,2260.2,4256.8,379.76,BHARTI AIRTEL LTD,1898.8,48712.5,69023.2,36265.0,155899.5,155899.5,129168.2,4413.9,1835.5,20481.9,155899.5,155899.5,6373.5,130.8,2030.0,3797530096.0,,5.0,22593.1,-18379.5,-4010.7,202.9,310.25
2013-03-31 00:00:00,76947.0,783.4,,,35304.6,3882.3,13229.8,786.8,1158.7,14814.8,4518.7,4785.3,2518.4,2258.1,379.76,BHARTI AIRTEL LTD,1898.8,48422.9,66736.3,40911.7,157969.7,157969.7,125674.4,2991.9,7709.8,21593.6,157969.7,157969.7,6782.4,110.9,1607.8,3797530096.0,,5.0,22607.5,-18676.1,-4565.5,-634.1,267.88
2014-03-31 00:00:00,85863.5,472.8,,,38509.6,4622.8,13708.9,2037.7,2881.0,15649.6,5878.8,7864.3,4844.9,2772.7,719.53,BHARTI AIRTEL LTD,1998.7,57757.3,75895.8,45840.4,181492.2,181492.2,140614.5,,15530.8,25346.9,181492.2,181492.2,6244.1,142.2,4980.8,3997400100.0,,5.0,26232.6,-25180.6,2774.4,3826.4,291.75
2015-03-31 00:00:00,96100.7,774.4,494.8,8439.8,30935.6,4857.0,16459.6,1527.1,1242.6,19858.3,4446.5,10539.8,5486.7,4620.8,1539.0,BHARTI AIRTEL LTD,1998.7,37778.3,83415.1,58746.9,181939.0,181939.0,124278.6,17414.8,10752.0,29493.6,181939.0,181939.0,5207.2,133.9,2083.1,3997400102.0,,5.0,28059.0,-22301.1,-9672.4,-3914.5,361.12
2016-03-31 00:00:00,96532.1,,,6904.9,34292.2,4910.8,10258.8,6181.2,4858.0,17449.8,8546.1,12846.3,5953.3,6076.7,543.65,BHARTI AIRTEL LTD,1998.7,64823.0,100646.5,57003.8,224472.0,224472.0,172292.8,5702.0,11977.0,34500.2,224472.0,224472.0,5503.9,169.2,5098.7,3997400102.0,,5.0,27942.3,-14091.4,-11946.1,1904.8,322.1
2017-03-31 00:00:00,95468.3,,,7294.6,34082.7,4303.2,8626.8,5831.2,1713.1,19773.0,9546.6,7723.3,3481.9,3799.8,399.74,BHARTI AIRTEL LTD,1998.7,65494.3,107287.6,57541.7,232322.3,232322.3,178235.1,10838.5,14338.7,28910.0,232322.3,232322.3,4740.2,48.8,5098.3,3997400102.0,,5.0,28279.9,-30680.0,-351.4,-2751.5,321.41
2018-03-31 00:00:00,82638.8,,,6908.2,30443.6,3977.1,6023.1,5207.7,1756.5,19243.1,9325.5,3267.0,1083.5,1099.0,2134.61,BHARTI AIRTEL LTD,1998.7,67599.9,111333.5,68588.9,249521.0,249521.0,187200.4,9751.2,16158.6,36410.8,249521.0,249521.0,5883.0,69.3,6670.6,3997400102.0,,5.0,29853.8,-27939.5,1920.5,3834.8,366.08
2019-03-31 00:00:00,80780.2,,,8043.6,31849.8,3797.5,5337.7,5987.8,4474.1,21347.5,10622.2,-1731.8,-3419.3,409.5,999.35,BHARTI AIRTEL LTD,1998.7,69423.5,125428.3,77175.8,274026.3,274026.3,200831.5,9634.2,15711.0,47849.6,274026.3,274026.3,4300.6,88.4,8064.0,3997400107.0,,5.0,20070.2,-28285.6,9463.8,1248.4,305.84
2020-03-31 00:00:00,84676.5,,,8209.4,31716.8,3513.7,4548.5,3097.4,-35599.7,27094.4,14073.2,-43176.6,-12512.4,-32183.2,1091.12,BHARTI AIRTEL LTD,2727.8,74417.0,148228.1,133718.4,359091.3,359091.3,229255.5,4282.3,25476.5,100077.0,359091.3,359091.3,4605.8,156.9,15892.7,5455557355.0,,5.0,18128.7,-29598.5,19144.4,7674.6,440.9
2021-03-31 00:00:00,100615.8,,,9853.8,34315.7,4114.6,4787.8,2265.0,-4215.0,29404.4,15091.0,-3431.5,8932.5,-15083.5,,BHARTI AIRTEL LTD,2746.0,56206.7,162785.2,122679.2,344417.1,344417.1,223479.6,5726.5,27550.4,87660.6,344417.1,344417.1,3637.7,266.0,13466.1,5492027268.0,,5.0,48205.0,-27285.6,-24910.3,-3990.9,517.3
2012-03-31 00:00:00,391.88,,,3.18,13.88,148.22,81.55,35.34,58.63,8.32,2.18,157.84,52.88,103.33,5.46,INFO EDGE (INDIA) LTD,54.59,472.65,0.66,182.44,710.34,710.34,54.75,9.44,315.21,330.94,710.34,710.34,8.1,,221.63,54590512.0,,10.0,100.82,-18.02,-4.86,77.94,364.5
2013-03-31 00:00:00,472.32,,,5.27,20.26,198.33,116.09,11.37,23.84,11.78,2.79,130.27,52.85,91.59,10.92,INFO EDGE (INDIA) LTD,109.18,499.28,0.95,216.07,825.48,825.48,151.9,10.14,261.37,402.07,825.48,825.48,9.52,,321.42,109181024.0,,10.0,75.17,-46.47,-12.49,16.21,359.4
2014-03-31 00:00:00,567.22,,,6.65,26.71,265.34,151.69,20.19,47.59,21.16,2.99,120.08,59.1,89.67,27.3,INFO EDGE (INDIA) LTD,109.18,562.81,1.02,386.98,1059.99,1059.99,148.55,10.28,538.01,363.15,1059.99,1059.99,9.17,,307.17,109180000.0,,10.0,80.79,-203.5,129.7,6.99,619.6
2015-03-31 00:00:00,732.49,,,7.95,43.39,414.09,213.45,32.45,89.12,46.94,3.79,59.55,74.0,24.06,36.07,INFO EDGE (INDIA) LTD,120.22,1294.9,0.7,801.07,2216.89,2216.89,575.57,12.27,1174.51,454.54,2216.89,2216.89,23.73,,358.23,120216159.0,,10.0,51.03,-1050.94,1024.98,25.08,839.9
2016-03-31 00:00:00,747.51,,,8.51,33.62,382.32,203.48,28.57,111.36,23.82,3.35,175.2,57.35,135.58,36.22,INFO EDGE (INDIA) LTD,120.72,1421.89,0.81,382.05,1925.47,1925.47,82.07,0.34,567.52,1275.54,1925.47,1925.47,12.57,,154.13,120916159.0,,10.0,78.17,-1.52,-66.11,10.53,766.9
2017-03-31 00:00:00,887.63,11.76,,10.13,28.79,456.55,167.46,221.59,50.46,32.76,3.94,5.11,47.8,-23.66,54.49,INFO EDGE (INDIA) LTD,121.08,1471.37,0.97,459.12,2052.54,2052.54,157.31,1.0,550.93,1343.3,2052.54,2052.54,8.52,0.86,303.22,121081579.0,,10.0,213.45,-164.98,-41.95,6.52,801.2
2018-03-31 00:00:00,988.24,12.16,,9.39,25.6,458.64,189.44,74.0,401.21,29.63,5.14,585.45,84.5,511.98,66.87,INFO EDGE (INDIA) LTD,121.59,1923.44,0.76,550.49,2596.28,2596.28,87.88,,1564.98,943.42,2596.28,2596.28,5.82,0.75,159.92,121589095.0,,10.0,253.45,-149.42,-74.78,29.26,1175.4
2019-03-31 00:00:00,1150.93,8.83,,9.19,34.28,509.94,242.03,337.92,736.89,22.14,7.01,716.48,124.28,603.65,73.21,INFO EDGE (INDIA) LTD,122.01,2420.58,0.83,645.58,3189.0,3189.0,88.07,2.14,1204.18,1894.61,3189.0,3189.0,6.75,0.04,260.34,122007940.0,,10.0,275.69,-59.12,-78.11,138.46,1842.55
2020-03-31 00:00:00,1311.93,2.11,,8.92,37.73,584.6,253.93,774.67,286.08,47.74,14.07,-125.76,119.98,-237.62,73.36,INFO EDGE (INDIA) LTD,122.27,2073.29,77.28,620.57,2893.41,2893.41,242.3,,1132.99,1518.12,2893.41,2893.41,9.12,,529.17,122270000.0,,10.0,350.17,96.97,-143.35,303.79,2035.05
2021-03-31 00:00:00,1120.12,,,3.23,36.41,567.35,211.84,234.71,1583.51,49.91,10.87,1589.31,180.5,1407.08,102.82,INFO EDGE (INDIA) LTD,128.52,5331.03,65.09,846.5,6371.14,6371.14,210.4,,2324.44,3836.3,6371.14,6371.14,6.37,,642.23,128523377.0,,10.0,275.65,-2042.89,1880.38,113.14,4280.55
2012-03-31 00:00:00,19582.1,14211.67,85.65,102.09,226.04,551.35,710.52,185.33,501.83,146.73,22.79,4013.06,1019.66,3048.62,1302.16,BAJAJ AUTO LTD,289.37,5792.35,150.47,4894.2,11126.39,11126.39,1920.03,41.65,4472.78,4691.93,11126.39,11126.39,401.93,703.61,1659.84,289367020.0,,10.0,3246.27,-849.78,-1462.36,934.13,1678.8
2013-03-31 00:00:00,20025.24,14401.19,-32.35,121.57,261.26,651.29,742.47,159.59,790.09,167.81,1.19,4276.61,1228.52,3132.69,1302.16,BAJAJ AUTO LTD,289.37,7775.93,115.58,4461.44,12642.32,12642.32,2355.41,293.55,6058.92,3934.44,12642.32,12642.32,734.33,643.96,566.51,289367020.0,,10.0,2218.3,-1394.43,-1444.69,-620.82,1799.55
2014-03-31 00:00:00,20136.94,13895.8,12.57,106.37,530.42,733.18,534.95,186.03,674.25,181.32,0.82,4654.87,1420.47,3380.28,1446.85,BAJAJ AUTO LTD,289.37,9877.89,59.19,5081.31,15307.76,15307.76,2659.62,144.06,8447.77,4056.31,15307.76,15307.76,796.21,641.21,500.9,289367000.0,,10.0,3501.71,-2072.26,-1495.69,-66.24,2083.6
2015-03-31 00:00:00,21595.44,14907.89,56.46,114.8,655.78,901.3,707.58,236.15,228.5,267.46,6.49,4082.95,1271.05,3025.63,1446.85,BAJAJ AUTO LTD,289.37,10805.95,112.35,4757.93,15965.6,15965.6,2448.03,254.94,8985.25,4277.38,15965.6,15965.6,716.96,814.15,592.74,289367020.0,,10.0,2113.8,-379.66,-1644.18,89.96,2016.6
2016-03-31 00:00:00,22573.69,14993.41,-63.45,120.66,644.19,920.01,795.66,243.36,1194.15,307.16,1.05,5678.89,1617.65,4061.24,1591.54,BAJAJ AUTO LTD,289.37,13730.94,117.86,3102.2,17240.37,17240.37,2025.67,52.24,11067.23,4095.23,17240.37,17240.37,717.93,719.07,867.03,289367020.0,,10.0,3689.85,-67.52,-3384.08,238.25,2405.95
2017-03-31 00:00:00,21754.72,14667.83,43.68,96.46,547.54,999.83,699.73,358.38,1467.61,307.29,1.4,5587.55,1508.07,4079.49,1591.54,BAJAJ AUTO LTD,289.37,17567.2,119.9,3661.15,21637.62,21637.62,2001.79,42.17,15477.04,4116.62,21637.62,21637.62,953.29,728.38,301.36,289367020.0,,10.0,3267.36,-3609.68,-190.09,-532.41,2805.45
2018-03-31 00:00:00,25209.93,17400.41,-9.68,100.26,550.16,1072.59,852.82,378.21,1403.72,314.8,1.31,5933.41,1714.47,4218.95,1736.22,BAJAJ AUTO LTD,289.37,20135.87,120.77,4594.99,25141.0,25141.0,1878.33,56.47,18894.57,4311.63,25141.0,25141.0,1491.87,742.58,792.66,289367020.0,,10.0,4327.84,-1954.48,-1885.26,488.1,2744.7
2019-03-31 00:00:00,30357.63,21854.1,56.42,115.01,633.99,1260.32,940.92,411.79,2027.83,265.69,4.48,6955.58,2027.98,4927.61,1736.22,BAJAJ AUTO LTD,289.37,22944.44,124.52,5476.08,28834.41,28834.41,1763.94,48.02,20602.85,6419.6,28834.41,28834.41,2559.69,961.51,933.07,289367020.0,,10.0,2486.86,-272.77,-2074.05,140.04,2911.1
2020-03-31 00:00:00,29918.65,21071.29,63.01,116.57,698.83,1395.0,1020.98,569.65,1832.38,246.43,3.16,6692.13,1480.22,5211.91,3472.44,BAJAJ AUTO LTD,289.37,21372.71,125.59,4722.35,26510.02,26510.02,1699.02,60.19,19913.58,4837.23,26510.02,26510.02,1725.1,1063.5,316.34,289367020.0,,10.0,3850.44,1765.83,-6246.51,-630.24,2022.35
2021-03-31 00:00:00,27741.08,19829.13,219.48,91.34,597.11,1296.07,654.86,554.27,1569.68,259.37,6.66,6241.43,1384.41,4857.02,4051.18,BAJAJ AUTO LTD,289.37,26984.06,121.46,6206.82,33601.71,33601.71,1667.55,15.98,24686.65,7231.53,33601.71,33601.71,2716.85,1493.89,538.84,289367020.0,,10.0,3119.88,-2869.15,-19.52,231.21,3670.6
2012-03-31 00:00:00,14021.45,,,,10191.05,763.89,1724.3,438.71,626.75,55.58,15.8,1458.87,73.18,1385.69,414.37,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,1428.85,1552.62,,68641.53,71623.0,71623.0,176.06,4.38,70397.56,1045.0,71623.0,71623.0,,,284.07,1428849124.0,,10.0,2829.26,-813.47,-361.61,1654.18,
2013-03-31 00:00:00,20024.98,,,,15916.7,769.14,1933.18,660.72,900.46,40.96,13.6,1591.14,75.73,1515.41,484.27,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,1428.94,2531.6,,71259.67,75220.21,75220.21,165.41,7.0,73715.7,1332.1,75220.21,75220.21,,,324.77,1428939249.0,,10.0,-2641.15,1564.19,-514.16,-1591.12,
2014-03-31 00:00:00,21887.89,,,,17773.51,712.67,1729.18,168.54,129.22,46.82,14.77,1571.62,10.27,1561.35,1093.24,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,1429.26,2954.03,,77090.34,81473.63,81473.63,197.07,4.64,80101.33,1170.59,81473.63,81473.63,,,193.44,1429255687.0,,10.0,-2382.1,6012.18,-1091.17,2538.91,
2015-03-31 00:00:00,34453.35,,,,30244.52,683.25,1734.6,135.54,42.76,39.6,16.84,1641.76,1.41,1640.35,836.84,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,1431.72,3831.37,,95951.72,101214.81,101214.81,209.14,5.96,99490.69,1509.02,101214.81,101214.81,,,255.48,1431716991.0,,10.0,523.47,-1821.87,-965.56,-2263.96,
2016-03-31 00:00:00,20849.45,,,,735.01,11.89,20.3,18240.49,0.05,0.05,0.06,1841.7,191.56,1650.15,1203.15,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,1432.32,3640.06,1028.94,98663.68,104765.0,104765.0,212.1,7.49,103023.81,1521.6,104765.0,104765.0,150.86,,200.23,1432319348.0,,10.0,3633.84,27.1,-1442.36,2218.58,
2017-03-31 00:00:00,37816.09,,,,32527.22,820.72,2607.93,54.12,130.28,57.87,15.26,1863.25,181.59,1681.66,1054.98,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,1435.35,4970.68,,118334.79,124740.82,124740.82,206.56,7.23,121580.63,2946.4,124740.82,124740.82,,,213.73,1435347110.0,,10.0,4129.7,-696.32,-993.92,2439.46,382.4
2018-03-31 00:00:00,38832.31,,,,32760.91,965.3,2997.63,337.74,132.06,43.68,20.15,1838.96,219.81,1619.17,961.78,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,1435.5,5138.19,,135245.18,141818.87,141818.87,404.48,17.58,138537.41,2859.4,141818.87,141818.87,,,203.81,1435498710.0,,10.0,5689.89,-5388.76,-1187.73,-886.6,388.6
2019-03-31 00:00:00,41462.91,,,,35991.31,968.36,3672.43,289.72,813.32,56.72,23.26,1274.43,135.5,1138.93,452.27,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,1435.78,5435.35,,156215.08,163086.21,163086.21,462.76,12.94,159003.14,3607.37,163086.21,163086.21,,,661.04,1435784481.0,,10.0,11376.83,-7558.67,-843.38,2974.77,350.25
2020-03-31 00:00:00,21061.05,,,,16049.26,1034.78,1553.77,2920.35,1756.09,60.56,,1198.42,131.44,1066.98,114.87,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,1435.86,5524.07,,149070.89,156030.82,156030.82,932.36,20.42,150775.5,4302.54,156030.82,156030.82,,,811.92,1435862591.0,,10.0,8596.42,-10797.35,-405.28,-2606.21,355.7
2021-03-31 00:00:00,83230.75,,,,78463.87,997.37,1447.71,2955.11,1912.42,59.86,,1219.25,263.1,956.16,287.19,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,1435.97,10666.22,1200.0,203917.7,217219.89,217219.89,911.29,21.73,211726.74,4560.13,217219.89,217219.89,,,558.34,1435974231.0,,10.0,7313.59,-5084.08,1204.55,3434.05,445.6
2016-03-31 00:00:00,8248.68,,,3.92,5176.11,674.38,454.0,-185.71,509.5,449.85,987.67,1197.96,495.15,702.81,,MACROTECH DEVELOPERS LTD,108.11,3864.74,13834.69,13173.3,30980.84,30980.84,1899.06,175.67,611.05,28295.06,30980.84,30980.84,684.51,21023.23,304.71,216216000.0,,5.0,387.31,-854.18,330.09,-136.78,
2017-03-31 00:00:00,7926.46,,,4.09,5330.48,701.62,444.73,-168.17,583.86,460.08,736.4,1001.09,417.05,584.03,,MACROTECH DEVELOPERS LTD,113.11,3919.88,16182.91,13714.88,33930.78,33930.78,1753.35,109.43,1179.63,30888.37,33930.78,33930.78,604.28,22208.38,278.57,226216000.0,,5.0,1469.44,-1173.63,-311.66,-15.85,
2018-03-31 00:00:00,9677.27,,,12.21,6726.26,837.68,721.58,-302.6,285.11,395.05,390.25,1181.95,387.9,794.04,,MACROTECH DEVELOPERS LTD,395.88,4756.33,22616.11,12483.04,40251.36,40251.36,2197.0,5.92,1384.12,36664.32,40251.36,40251.36,758.66,31434.35,522.45,395878000.0,,10.0,695.57,-650.55,24.37,69.39,
2019-03-31 00:00:00,11906.98,,,4.87,7486.03,389.9,697.8,149.16,71.63,194.45,567.52,2488.88,844.9,1636.15,,MACROTECH DEVELOPERS LTD,395.88,3445.12,25640.56,20382.34,49863.9,49863.9,2138.82,6.29,1404.96,46313.83,49863.9,49863.9,484.32,41512.41,657.54,395878000.0,282770000.0,10.0,-463.18,-175.41,735.9,97.31,
2020-03-31 00:00:00,12442.59,,,3.81,9692.26,390.45,537.25,-97.76,118.55,292.4,739.71,1003.02,261.5,727.56,,MACROTECH DEVELOPERS LTD,395.88,4156.44,18423.15,17717.04,40692.51,40692.51,2020.92,6.29,1552.94,37112.36,40692.51,40692.51,794.29,29031.44,186.95,395878000.0,,10.0,3772.01,182.4,-4188.4,-233.99,
2021-03-31 00:00:00,5448.57,,,0.89,3697.1,286.35,316.56,-235.03,-139.67,73.42,1136.45,33.16,-14.73,40.16,,MACROTECH DEVELOPERS LTD,395.88,4203.08,18192.88,16516.2,39308.04,39308.04,1946.3,6.29,1579.39,35776.06,39308.04,39308.04,654.53,28300.71,366.81,395878000.0,,10.0,2523.95,420.22,-2835.13,109.04,
2016-03-31 00:00:00,1347.87,530.72,-9.49,46.96,37.36,131.3,53.92,35.72,36.59,63.46,16.42,459.11,145.51,313.61,,GLAND PHARMA LTD,15.49,1661.57,117.04,292.21,2086.31,2086.31,787.88,202.1,0.17,1096.16,2086.31,2086.31,350.69,367.08,273.23,15494949.0,,10.0,220.23,-11.91,-92.9,115.42,
2017-03-31 00:00:00,1479.18,463.36,-46.37,49.24,61.87,153.42,74.75,5.18,33.56,74.15,6.39,578.01,164.29,413.73,,GLAND PHARMA LTD,15.5,2074.32,6.38,377.54,2473.74,2473.74,871.58,161.15,,1441.01,2473.74,2473.74,417.87,378.72,533.08,15494949.0,,10.0,476.46,-100.19,-116.42,259.85,
2018-03-31 00:00:00,1619.94,727.42,66.67,60.35,68.63,179.08,108.29,7.73,48.79,78.21,4.13,501.56,180.44,321.11,,GLAND PHARMA LTD,15.5,2394.93,5.92,511.99,2928.34,2928.34,842.64,198.88,,1886.82,2928.34,2928.34,475.21,512.83,651.14,15494949.0,,10.0,201.93,-358.57,-3.59,-160.24,
2019-03-31 00:00:00,2044.2,740.51,114.15,74.03,316.17,222.95,82.52,15.84,65.55,81.96,3.56,686.36,234.45,451.91,,GLAND PHARMA LTD,15.5,2846.62,5.49,654.97,3522.58,3522.58,928.74,123.16,,2470.68,3522.58,3522.58,506.1,911.88,753.35,15494949.0,,10.0,185.06,-318.57,-2.93,-136.44,
